Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Pignite (Shadow),74.6,499,fire,fighting,128.4,84.2,161,1740293,29.5,1495,Ember,Rock Tomb,Flame Charge,8,8,3,10000
Grovyle,74.5,253,grass,none,137.4,101.7,117,1633904,37.5,1499,Quick Attack,Leaf Blade,Aerial Ace,5,5,3,10000
Snorlax,74.5,143,normal,none,108.4,101.7,187,2061936,17.5,1498,Lick,Body Slam,Superpower,12,14,5,75000
Swellow,74.5,277,normal,flying,136.7,98.6,121,1630044,29,1496,Wing Attack,Brave Bird,Aerial Ace,8,6,1,10000
Emboar (Shadow),74.4,500,fire,fighting,137.9,79.9,147,1618930,18.5,1494,Ember,Blast Burn,Rock Slide,8,7,3,10000
Sandshrew,74.4,27,ground,none,118.5,113.4,127,1706968,50,1426,Sand Attack,Rock Tomb,Dig,13,13,3,50000
Leavanny,74.3,542,bug,grass,131,109,120,1713215,22,1499,Shadow Claw,Leaf Blade,X-Scissor,5,5,1,10000
Rhyhorn,74.3,111,ground,rock,113.4,110.2,158,1974352,38.5,1499,Mud Slap,Bulldoze,Stomp,5,4,3,50000
Garchomp (Shadow),74.2,445,dragon,ground,132.5,102.5,124,1683122,14,1495,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Ivysaur,74.1,2,grass,poison,118.6,121.7,130,1876886,36.5,1493,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Onix,74.1,95,rock,ground,84,207.6,105,1831281,50,1245,Rock Throw,Breaking Swipe,Stone Edge,7,11,5,75000
Pumpkaboo (Large),74.1,710,ghost,grass,113.4,115.1,133,1736900,50,1406,Astonish,Grass Knot,Foul Play,5,4,5,75000
Chandelure,74,609,ghost,fire,151.4,106.9,91,1472749,16.5,1498,Incinerate,Flame Charge,Shadow Ball,3,3,5,75000
Darumaka (Shadow),74,554,fire,none,132,83.5,154,1697707,49,1499,Fire Fang,Fire Punch,Flame Charge,7,9,3,50000
Flareon,74,136,fire,none,141.7,110,100,1557872,18,1488,Ember,Superpower,Flamethrower,6,8,5,75000
Leafeon,74,470,grass,none,128.1,133.3,102,1742118,18.5,1496,Quick Attack,Leaf Blade,Last Resort,5,7,5,75000
Linoone (Galarian) (Shadow),73.9,264,dark,normal,114.6,112.2,152,1953755,39,1497,Snarl,Body Slam,Dig,3,4,1,10000
Blaziken,73.8,257,fire,fighting,144.4,90.8,118,1547820,19,1496,Counter,Blaze Kick,Stone Edge,7,10,3,10000
Meganium (Shadow),73.7,154,grass,none,111.5,138.4,130,2005358,23,1499,Vine Whip,Frenzy Plant,Earthquake,6,9,3,10000
Ponyta,73.7,77,fire,none,134.8,109.4,113,1666179,36.5,1500,Ember,Flame Charge,Stomp,8,6,3,50000
Servine (Shadow),73.7,496,grass,none,107.2,137.4,142,2092314,49.5,1500,Vine Whip,Grass Knot,Wrap,7,6,3,10000
Cacturne (Shadow),73.6,332,grass,dark,148.9,83.5,121,1505536,23.5,1498,Sucker Punch,Trailblaze,Dynamic Punch,7,7,3,50000
Monferno,73.5,391,fire,fighting,129.6,95.4,139,1719672,41,1498,Ember,Flamethrower,Low Sweep,8,6,3,10000
Vibrava,73.5,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Dragon Breath,Sand Tomb,Bug Buzz,14,20,5,75000
Charmeleon,73.4,5,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Fire Punch,Return,6,10,3,10000
Garchomp,73.4,445,dragon,ground,132.5,102.5,124,1683122,14,1495,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Ludicolo,73.3,272,water,grass,117.1,123.7,132,1912593,24,1497,Bubble,Scald,Leaf Storm,5,5,3,50000
Pidgeotto (Shadow),73.3,17,normal,flying,110.9,100.8,147,1644149,50,1350,Wing Attack,Air Cutter,Aerial Ace,5,6,1,10000
Bouffalant,73.2,626,normal,none,118.9,115.9,136,1873804,20,1496,Mud Shot,Stomp,Megahorn,5,7,3,50000
Ferrothorn,73.2,598,grass,steel,107.3,155.1,125,2080828,24,1498,Bullet Seed,Power Whip,Thunder,4,5,3,75000
Wormadam (Sandy),73.1,413,bug,ground,109.9,146.8,126,2032523,33.5,1497,Bug Bite,Bug Buzz,Bulldoze,20,15,1,10000
Chansey,73,113,normal,none,63,120.2,421,3188219,50,1418,Zen Headbutt,Dazzling Gleam,Psychic,10,10,5,75000
Monferno (Shadow),73,391,fire,fighting,129.6,95.4,139,1719672,41,1498,Ember,Flamethrower,Low Sweep,8,6,3,10000
Sandshrew (Shadow),72.9,27,ground,none,118.5,113.4,127,1706968,50,1426,Sand Attack,Rock Tomb,Dig,13,13,3,50000
Exeggutor (Alolan) (Shadow),72.8,103,grass,dragon,134.4,94.2,131,1659647,18.5,1493,Dragon Tail,Seed Bomb,Draco Meteor,5,8,3,50000
Onix (Shadow),72.8,95,rock,ground,84,207.6,105,1831281,50,1245,Rock Throw,Breaking Swipe,Stone Edge,7,11,5,75000
Tranquill (Shadow),72.8,520,normal,flying,124,101.4,143,1797495,49.5,1494,Air Slash,Aerial Ace,Sky Attack,5,7,1,10000
Maushold,72.7,925,normal,none,117.3,123.7,132,1915269,29,1500,Mud Shot,Swift,Crunch,5,6,1,10000
Swadloon,72.7,541,bug,grass,106.7,147.9,133,2099118,50,1500,Bug Bite,Energy Ball,Silver Wind,19,15,1,10000
Arcanine (Hisuian),72.6,59,fire,rock,132.4,100,127,1682540,17.5,1498,Fire Fang,Wild Charge,Rock Slide,8,8,3,50000
Camerupt,72.5,323,fire,ground,134.9,101.2,122,1665522,25.5,1499,Incinerate,Earth Power,Overheat,3,3,3,50000
Zygarde (10% Forme),72.5,718,dragon,ground,138.1,119.1,98,1612643,22.5,1494,Dragon Tail,Crunch,Earthquake,5,8,20,100000
Houndoom,72.4,229,dark,fire,140.8,94.9,119,1589764,21,1498,Fire Fang,Foul Play,Flamethrower,7,10,3,50000
Krookodile,72.3,553,ground,dark,133.9,94.8,132,1675322,18.5,1498,Mud Slap,Crunch,Earthquake,5,7,5,75000
Darumaka,72.2,554,fire,none,132,83.5,154,1697707,49,1499,Fire Fang,Fire Punch,Flame Charge,7,9,3,50000
Flapple,72.2,841,grass,dragon,138.8,100.8,115,1607818,22.5,1499,Dragon Breath,Fly,Seed Bomb,15,15,5,75000
Braviary,72.1,628,normal,flying,134.3,94.1,132,1668093,18,1497,Air Slash,Fly,Close Combat,5,5,5,75000
Houndour (Shadow),72.1,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,7,8,3,50000
Infernape,72.1,392,fire,fighting,136.7,100.4,118,1619407,20.5,1491,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Buneary,72,427,normal,none,121.8,100.8,135,1658639,50,1423,Quick Attack,Swift,Fire Punch,5,5,3,50000
Excadrill,72,530,ground,steel,142.7,78.8,139,1561805,17,1494,Mud Slap,Drill Run,Rock Slide,5,5,3,50000
Landorus (Incarnate),71.8,645,ground,flying,139.9,100.5,114,1602125,15.5,1497,Mud Shot,Earth Power,Rock Slide,7,6,20,100000
Gloom,71.7,44,grass,poison,122.6,114.9,130,1830873,37.5,1500,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Infernape (Shadow),71.7,392,fire,fighting,136.7,100.4,118,1619407,20.5,1491,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Meowscarada,71.7,908,grass,dark,141.6,95,118,1586931,20,1500,Leafage,Night Slash,Frenzy Plant,5,7,3,10000
Ivysaur (Shadow),71.6,2,grass,poison,120.3,121.1,128,1864071,37.5,1497,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Aipom,71.5,190,normal,none,126.1,105.2,134,1778842,49,1500,Astonish,Swift,Aerial Ace,4,4,3,50000
Excadrill (Shadow),71.5,530,ground,steel,142.7,78.8,139,1561805,17,1494,Mud Slap,Drill Run,Rock Slide,5,5,3,50000
Pidgeotto,71.5,17,normal,flying,110.9,100.8,147,1644149,50,1350,Wing Attack,Air Cutter,Aerial Ace,5,6,1,10000
Pumpkaboo (Average),71.5,710,ghost,grass,114.3,116,126,1669772,50,1381,Astonish,Grass Knot,Foul Play,5,4,5,75000
Stufful,71.5,759,normal,fighting,125.2,90.8,157,1783933,50,1495,Tackle,Superpower,Stomp,14,14,1,10000
Growlithe,71.3,58,fire,none,126.9,90.8,135,1554545,50,1405,Ember,Body Slam,Flamethrower,5,8,3,50000
Krokorok,71.2,552,ground,dark,133.6,87.4,142,1658012,50,1492,Mud Slap,Crunch,Earthquake,5,7,5,75000
Oddish,71.1,43,grass,poison,122.7,106.7,120,1571110,50,1389,Acid,Seed Bomb,Sludge Bomb,6,7,3,50000
Palpitoad,71.1,536,water,ground,116.6,101.6,162,1919059,48.5,1497,Mud Shot,Earth Power,Water Pulse,7,7,3,50000
Quilava,71,156,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Flame Charge,Dig,8,8,3,10000
Electrode (Hisuian),70.9,101,electric,grass,123.3,130.1,113,1812571,26,1495,Thunder Shock,Wild Charge,Swift,5,4,3,50000
Tangrowth,70.9,465,grass,none,121.8,112,135,1842421,18.5,1498,Vine Whip,Power Whip,Rock Slide,7,6,3,50000
Linoone (Galarian),70.8,264,dark,normal,114.6,112.2,152,1953755,39,1497,Snarl,Body Slam,Dig,3,4,1,10000
Torracat,70.8,726,fire,none,136.6,89.5,134,1638022,34.5,1497,Ember,Flame Charge,Crunch,8,7,3,10000
Graveler (Shadow),70.7,75,rock,ground,123.4,124.9,118,1819319,30.5,1500,Mud Slap,Stone Edge,Dig,6,5,1,10000
Tranquill,70.7,520,normal,flying,124,101.4,143,1797495,49.5,1494,Air Slash,Aerial Ace,Return,5,8,1,10000
Camerupt (Shadow),70.6,323,fire,ground,134.9,101.2,122,1665522,25.5,1499,Incinerate,Earth Power,Overheat,3,3,3,50000
Ursaluna (Shadow),70.5,901,ground,normal,126.2,97.2,145,1777377,14.5,1499,Tackle,Swift,High Horsepower,12,20,3,50000
Graveler,70.4,75,rock,ground,122.9,127.3,117,1831093,30,1500,Mud Slap,Stone Edge,Dig,6,5,1,10000
Palossand,70.4,770,ghost,ground,116.6,120.4,136,1909914,23,1494,Astonish,Scorching Sands,Shadow Ball,5,6,3,50000
Quilladin,70.3,651,grass,none,115.4,130,129,1935329,35.5,1495,Vine Whip,Body Slam,Energy Ball,5,7,3,10000
Vileplume,70.2,45,grass,poison,129.1,110.9,121,1732053,22,1498,Acid,Sludge Bomb,Petal Blizzard,7,9,3,50000
Delphox,70.1,655,fire,psychic,132.6,115.6,109,1671331,18,1491,Fire Spin,Blast Burn,Mystical Fire,5,5,3,10000
Purugly (Shadow),70.1,432,normal,none,125.5,105.5,133,1762021,28.5,1489,Shadow Claw,Aerial Ace,Thunder,5,8,3,50000
Tangrowth (Shadow),70.1,465,grass,none,121.8,112,135,1842421,18.5,1498,Vine Whip,Power Whip,Rock Slide,7,6,3,50000
Dhelmise,69.9,781,ghost,grass,139.8,109.3,105,1604674,20,1498,Shadow Claw,Power Whip,Wrap,7,6,5,50000
Ferrothorn (Shadow),69.8,598,grass,steel,107.3,155.1,125,2080828,24,1498,Bullet Seed,Power Whip,Thunder,4,5,3,75000
Grovyle (Shadow),69.7,253,grass,none,137.4,101.7,117,1633904,37.5,1499,Bullet Seed,Leaf Blade,Aerial Ace,3,4,3,10000
Breloom,69.6,286,grass,fighting,150.6,97.3,101,1480402,21,1493,Force Palm,Dynamic Punch,Grass Knot,5,5,3,50000
Exeggutor (Alolan),69.5,103,grass,dragon,134.4,94.2,131,1659647,18.5,1493,Dragon Tail,Seed Bomb,Draco Meteor,5,8,3,50000
Tauros,69.5,128,normal,none,125.1,118.9,120,1785591,21.5,1495,Tackle,Trailblaze,Horn Attack,15,12,3,50000
Nidoking (Shadow),69.2,34,poison,ground,130.1,104.1,127,1719018,21.5,1498,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Pumpkaboo (Small),69,710,ghost,grass,115.1,116.8,119,1600115,50,1359,Astonish,Grass Knot,Foul Play,5,4,5,75000
Purugly,69,432,normal,none,125.5,105.5,133,1762021,28.5,1489,Shadow Claw,Aerial Ace,Thunder,5,8,3,50000
Quilava (Shadow),68.9,156,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Flame Charge,Dig,8,8,3,10000
Heatmor,68.8,631,fire,none,133.3,91.6,136,1660290,23,1489,Fire Spin,Thunder Punch,Flamethrower,4,6,3,50000
Raboot,68.8,814,fire,none,130,102.1,130,1726633,30.5,1498,Fire Spin,Flame Charge,Flamethrower,5,6,3,10000
Weepinbell,68.8,70,grass,poison,137.8,84.3,139,1614019,39.5,1493,Acid,Power Whip,Sludge Bomb,7,7,3,50000
Bayleef (Shadow),68.7,153,grass,none,105.6,141.6,141,2107468,49.5,1494,Magical Leaf,Ancient Power,Energy Ball,5,6,3,10000
Teddiursa (Shadow),68.6,216,normal,none,130.2,90.8,142,1678466,50,1482,Lick,Swift,Cross Chop,12,12,3,50000
Ursaluna,68.6,901,ground,normal,126.2,97.2,145,1777377,14.5,1499,Tackle,Swift,High Horsepower,12,20,3,50000
Porygon,68.4,137,normal,none,120.8,114.7,134,1856061,35.5,1500,Quick Attack,Discharge,Hyper Beam,5,10,3,50000
Seismitoad,68.4,537,water,ground,120.3,101.5,152,1856073,22,1498,Mud Shot,Earth Power,Sludge Bomb,7,7,3,50000
Cubone (Shadow),68.1,104,ground,none,88.2,133.6,127,1497128,50,1152,Mud Slap,Bone Club,Dig,4,5,3,50000
Entei (Shadow),68.1,244,fire,none,129.3,94.6,142,1736743,16,1499,Fire Fang,Flame Charge,Scorching Sands,9,9,20,100000
Bayleef,68,153,grass,none,105.6,141.6,141,2107468,49.5,1494,Magical Leaf,Ancient Power,Energy Ball,5,6,3,10000
Grotle (Shadow),68,388,grass,none,118.3,116.1,138,1895093,30.5,1497,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Oddish (Shadow),68,43,grass,poison,122.7,106.7,120,1571110,50,1389,Acid,Seed Bomb,Sludge Bomb,6,7,3,50000
Raticate,68,20,normal,none,125.9,115.3,122,1771626,34.5,1494,Quick Attack,Hyper Fang,Dig,7,7,1,10000
Houndour,67.9,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,7,8,3,50000
Raticate (Shadow),67.8,20,normal,none,125.9,115.3,122,1771626,34.5,1494,Quick Attack,Hyper Fang,Dig,7,7,1,10000
Stoutland,67.8,508,normal,none,125.8,114.7,124,1788973,19,1500,Sand Attack,Wild Charge,Crunch,12,12,1,10000
Appletun,67.7,842,grass,dragon,117.2,100.8,162,1913294,22.5,1498,Astonish,Seed Bomb,Outrage,5,6,5,75000
Dolliv,67.7,929,grass,normal,119.3,121.8,129,1875490,50,1498,Magical Leaf,Earth Power,Trailblaze,6,5,3,50000
Gabite,67.7,444,dragon,ground,128.8,101,133,1729456,30,1497,Mud Shot,Dig,Flamethrower,7,7,5,75000
Decidueye (Hisuian),67.5,724,grass,fighting,129.6,106.9,124,1718957,20,1494,Magical Leaf,Aerial Ace,Aura Sphere,4,6,3,10000
Nidoking,67.5,34,poison,ground,130.1,104.1,127,1719018,21.5,1498,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Toucannon,67.5,733,normal,flying,137.3,96.8,122,1620926,20.5,1492,Bullet Seed,Drill Peck,Rock Blast,4,4,1,10000
Ambipom (Shadow),67.4,424,normal,none,133.9,99.9,124,1659351,23,1496,Astonish,Aerial Ace,Low Sweep,4,4,3,50000
Fuecoco,67.1,909,fire,none,106.7,93.3,152,1513000,50,1274,Incinerate,Flamethrower,Disarming Voice,3,3,3,10000
Simisear,67.1,514,fire,none,136.6,94.5,126,1627774,23.5,1496,Fire Spin,Crunch,Flamethrower,5,6,3,50000
Gloom (Shadow),67,44,grass,poison,122.6,114.9,130,1830873,37.5,1500,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Rotom (Heat),67,479,electric,fire,129.2,143.2,93,1720709,21,1491,Thunder Shock,Overheat,Thunderbolt,7,7,5,75000
Torterra (Shadow),67,389,grass,ground,120.5,117.6,131,1857185,19,1496,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Larvesta,66.9,636,bug,fire,131.7,99.2,130,1697421,44.5,1499,Ember,Flame Charge,Bug Buzz,8,9,5,75000
Fearow,66.8,22,normal,flying,132.6,102.7,124,1689204,28.5,1497,Steel Wing,Fly,Drill Run,8,8,1,10000
Entei,66.6,244,fire,none,128.8,96.2,141,1746495,16,1500,Fire Fang,Flame Charge,Scorching Sands,9,9,20,100000
Wormadam (Plant),66.5,413,bug,grass,109.9,146.8,126,2032523,33.5,1497,Bug Bite,Energy Ball,Bug Buzz,19,20,1,10000
Tsareena,66.1,763,grass,none,131.6,119.9,108,1704753,19,1499,Magical Leaf,Triple Axel,High Jump Kick,5,6,3,10000
Tangela,65.7,114,grass,none,125,121.7,117,1778920,24.5,1491,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Cubone,65.6,104,ground,none,88.2,133.6,127,1497128,50,1152,Mud Slap,Bone Club,Return,4,7,3,50000
Groudon (Shadow),65.6,383,ground,none,136,116.8,104,1651954,13.5,1499,Mud Shot,Precipice Blades,Fire Punch,8,5,20,100000
Herdier,65.6,507,normal,none,119.7,110.9,141,1871188,41.5,1497,Sand Attack,Dig,Thunderbolt,13,14,1,10000
Nuzleaf,65.5,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Weepinbell (Shadow),65.2,70,grass,poison,139.2,83.7,138,1606435,38.5,1497,Acid,Power Whip,Sludge Bomb,7,7,3,50000
Nuzleaf (Shadow),65.1,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Cinderace,65,815,fire,none,139,102.3,113,1606935,18.5,1499,Fire Spin,Flamethrower,Flame Charge,6,5,3,10000
Dodrio,65,85,normal,flying,144.4,99.1,108,1545284,23.5,1494,Steel Wing,Brave Bird,Drill Peck,10,7,3,50000
Grotle,64.8,388,grass,none,118.3,116.1,138,1895093,30.5,1497,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Lombre,64.8,271,water,grass,106.7,112.6,142,1706340,50,1353,Bubble,Scald,Grass Knot,5,5,3,50000
Shiinotic,64.5,756,grass,fairy,116.8,132.3,124,1915843,30.5,1497,Astonish,Moonblast,Seed Bomb,6,5,3,50000
Gabite (Shadow),64.4,444,dragon,ground,128.8,101,133,1729456,30,1497,Mud Shot,Dig,Flamethrower,7,7,5,75000
Heliolisk,64.4,695,electric,normal,137.1,112,105,1612926,21,1493,Volt Switch,Breaking Swipe,Parabolic Charge,3,3,3,50000
Wyrdeer,64.4,899,normal,psychic,127,96.8,143,1757652,20.5,1495,Confusion,Stomp,Wild Charge,4,4,5,75000
Exploud,64.3,295,normal,none,119.8,98.4,158,1863205,23.5,1494,Astonish,Crunch,Disarming Voice,5,5,1,10000
Persian,64.3,53,normal,none,118.9,115.9,136,1874511,36,1496,Feint Attack,Night Slash,Power Gem,6,9,3,50000
Ambipom,64.2,424,normal,none,133.9,99.9,124,1659351,23,1496,Astonish,Aerial Ace,Return,4,7,3,50000
Torterra,64.1,389,grass,ground,120.5,117.6,131,1857185,19,1496,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Carnivine,64,455,grass,none,130.2,101.2,130,1712621,25.5,1498,Vine Whip,Power Whip,Crunch,7,6,5,75000
Tangela (Shadow),64,114,grass,none,125,121.7,117,1778920,24.5,1491,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Exploud (Shadow),63.9,295,normal,none,119.8,98.4,158,1863205,23.5,1494,Astonish,Crunch,Disarming Voice,5,5,1,10000
Arboliva,63.7,930,grass,normal,129.9,115.5,115,1724594,18.5,1499,Magical Leaf,Earth Power,Trailblaze,6,5,3,50000
Persian (Shadow),63.7,53,normal,none,118.9,115.9,136,1874511,36,1496,Feint Attack,Night Slash,Power Gem,6,9,3,50000
Teddiursa,63.5,216,normal,none,130.2,90.8,142,1678466,50,1482,Lick,Swift,Cross Chop,12,12,3,50000
Sandygast,63.4,769,ghost,ground,113.4,111.8,135,1711543,50,1394,Astonish,Scorching Sands,Shadow Ball,5,6,3,50000
Thwackey,63.4,811,grass,none,124.7,108.5,133,1798445,31,1500,Razor Leaf,Grass Knot,Energy Ball,13,14,3,10000
Blissey,63.2,242,normal,none,81.4,110.2,307,2754156,21,1498,Zen Headbutt,Wild Charge,Dazzling Gleam,8,10,5,75000
Cherrim (Sunshine),63,421,grass,none,122.9,115.2,129,1826290,27,1498,Bullet Seed,Weather Ball (Fire),Solar Beam,3,7,1,10000
Stantler,63,234,normal,none,132.8,98.1,129,1680704,26,1496,Tackle,Wild Charge,Stomp,15,14,3,50000
Eevee,62.9,133,normal,none,100,108.4,135,1463320,50,1210,Quick Attack,Swift,Dig,5,7,5,75000
Porygon2,62.9,233,normal,none,123.7,115.7,127,1816950,21,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Simisage,62.8,512,grass,none,136.6,94.5,126,1627774,23.5,1496,Vine Whip,Grass Knot,Crunch,7,6,3,50000
Trapinch (Shadow),62.7,328,ground,none,148.7,78.1,120,1394782,50,1441,Sand Attack,Scorching Sands,Crunch,13,12,5,75000
Delcatty,62.6,301,normal,none,112.7,115.2,153,1986701,46.5,1496,Charm,Wild Charge,Disarming Voice,8,8,3,50000
Porygon2 (Shadow),62.6,233,normal,none,123.7,115.7,127,1816950,21,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Pupitar (Shadow),62.6,247,rock,ground,121.1,112.7,136,1856138,35,1500,Bite,Ancient Power,Dig,23,25,5,75000
Kartana,62.5,798,grass,steel,170.7,98.8,78,1316087,15,1500,Razor Leaf,Leaf Blade,Night Slash,9,9,20,100000
Phanpy (Shadow),62.5,231,ground,none,102.5,95,186,1810589,50,1364,Tackle,Trailblaze,Body Slam,15,12,3,50000
Trapinch,62.5,328,ground,none,148.7,78.1,120,1394782,50,1441,Sand Attack,Scorching Sands,Crunch,13,12,5,75000
Vileplume (Shadow),62.5,45,grass,poison,129.1,110.9,121,1732053,22,1498,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Porygon (Shadow),62.3,137,normal,none,120.8,114.7,134,1856061,35.5,1500,Tackle,Discharge,Signal Beam,14,19,3,50000
Eldegoss,62.2,830,grass,none,109.1,159.7,118,2056868,28.5,1500,Bullet Seed,Grass Knot,Energy Ball,4,5,3,50000
Loudred (Shadow),62.2,294,normal,none,125.2,80.7,178,1797820,50,1500,Bite,Stomp,Disarming Voice,20,23,1,10000
Rillaboom,62.2,812,grass,none,133.5,97.7,129,1681954,16.5,1499,Razor Leaf,Grass Knot,Earth Power,13,14,3,10000
Snover,61.6,459,grass,ice,109.2,100.8,142,1564162,50,1311,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Lampent,61.4,608,ghost,fire,133.3,97.1,130,1681422,36.5,1497,Ember,Energy Ball,Flame Burst,8,8,5,75000
Stantler (Shadow),61.4,234,normal,none,133.5,99.5,126,1672954,26,1494,Tackle,Wild Charge,Stomp,15,14,3,50000
Shaymin (Land),61.2,492,grass,none,117.9,122.3,131,1888054,17,1492,Magical Leaf,Grass Knot,Seed Flare,5,8,20,100000
Lampent (Shadow),61.1,608,ghost,fire,133.3,97.1,130,1681422,36.5,1497,Astonish,Energy Ball,Flame Burst,6,6,5,75000
Loudred,61.1,294,normal,none,125.2,80.7,178,1797820,50,1500,Bite,Stomp,Disarming Voice,20,23,1,10000
Pupitar,60.8,247,rock,ground,121.1,112.7,136,1856138,35,1500,Bite,Ancient Power,Dig,23,25,5,75000
Trumbeak,60.6,732,normal,flying,134.9,95.2,129,1657028,47.5,1500,Peck,Drill Peck,Rock Blast,8,8,1,10000
Watchog (Shadow),60.6,505,normal,none,126.4,113.2,124,1773125,30.5,1497,Bite,Crunch,Hyper Fang,23,25,1,10000
Komala,59.9,775,normal,none,137.1,110.2,108,1631813,21,1498,Rollout,Payback,Bulldoze,5,4,3,50000
Phanpy,59.9,231,ground,none,102.5,95,186,1810589,50,1364,Tackle,Trailblaze,Body Slam,15,12,3,50000
Gumshoos,59.7,735,normal,none,134.9,85.7,144,1664430,25.5,1500,Bite,Rock Tomb,Crunch,25,23,1,10000
Watchog,59.6,505,normal,none,126.4,113.2,124,1773125,30.5,1497,Bite,Crunch,Grass Knot,23,25,1,10000
Sunflora,59.1,192,grass,none,128.7,102.2,131,1723173,26,1492,Bullet Seed,Leaf Storm,Sludge Bomb,5,4,3,50000
Bulbasaur,58.9,1,grass,poison,111.8,105.9,120,1419947,50,1260,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Celebi,58.9,251,psychic,grass,120.5,119.4,129,1855163,16.5,1498,Magical Leaf,Seed Bomb,Leaf Storm,5,6,20,100000
Cinccino,57.7,573,normal,none,135.5,95.9,127,1650504,24.5,1499,Charm,Aqua Tail,Thunderbolt,6,10,3,50000
Snover (Shadow),57.7,459,grass,ice,109.2,100.8,142,1564162,50,1311,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Unfezant (Shadow),57.2,521,normal,flying,139.2,96.2,120,1606547,20,1495,Air Slash,Sky Attack,Hyper Beam,7,9,1,10000
Chespin,56.6,650,grass,none,105,101.7,136,1452456,50,1239,Vine Whip,Body Slam,Seed Bomb,5,6,3,10000
Exeggcute,56.6,102,grass,psychic,102.5,117.6,142,1712557,50,1328,Confusion,Seed Bomb,Ancient Power,4,4,3,50000
Exeggcute (Shadow),55.6,102,grass,psychic,102.5,117.6,142,1712557,50,1328,Bullet Seed,Seed Bomb,Ancient Power,4,4,3,50000
Floragato,55.6,907,grass,none,124.9,111,129,1788742,37.5,1498,Leafage,Grass Knot,Play Rough,8,9,3,10000
Bulbasaur (Shadow),55.4,1,grass,poison,111.8,105.9,120,1419947,50,1260,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Chatot,55.4,441,normal,flying,140.4,78.4,145,1596254,32.5,1500,Steel Wing,Sky Attack,Night Shade,10,8,5,75000
Maractus,55.4,556,grass,none,136.8,93.6,128,1638424,24,1498,Bullet Seed,Aerial Ace,Petal Blizzard,4,5,1,10000
Roselia,55.3,315,grass,poison,139.6,107.3,107,1602355,30.5,1497,Poison Jab,Sludge Bomb,Petal Blizzard,8,10,3,50000
Audino,55,531,normal,none,92.6,138.1,189,2416540,39,1499,Zen Headbutt,Body Slam,Disarming Voice,6,8,3,50000
Deerling,55,585,normal,grass,109.2,96.6,142,1498988,50,1283,Tackle,Wild Charge,Trailblaze,15,15,3,50000
Sawsbuck,55,586,normal,grass,130.1,103.1,128,1717029,23,1495,Feint Attack,Wild Charge,Trailblaze,8,8,3,50000
Shaymin (Sky),55,492,grass,flying,138.1,93.6,124,1604184,15,1489,Magical Leaf,Grass Knot,Energy Ball,5,6,20,100000
Lilligant,54.6,549,grass,none,135,105.3,115,1635127,21.5,1491,Charm,Petal Blizzard,Hyper Beam,11,14,1,10000
Exeggutor (Shadow),53.8,103,grass,psychic,136.7,93.7,128,1639303,18.5,1497,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Unfezant,53.6,521,normal,flying,139.2,96.2,120,1606547,20,1495,Air Slash,Sky Attack,Hyper Beam,7,9,1,10000
Porygon-Z (Shadow),53.5,474,normal,none,148.7,88.4,115,1512352,16.5,1499,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
