Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Kabuto,75.2,140,rock,water,133.6,128.6,97,1667621,49,1498,Mud Shot,Aqua Jet,Rock Tomb,5,7,5,75000
Metang,75,375,steel,psychic,108.9,145.5,129,2043486,35,1494,Metal Claw,Psyshock,Return,6,10,5,75000
Golduck,74.9,55,water,none,125.5,112.2,127,1787063,22.5,1499,Water Gun,Cross Chop,Liquidation,12,15,3,50000
Bisharp,74.8,625,dark,steel,139.2,111.5,103,1598638,19.5,1497,Snarl,Dark Pulse,X-Scissor,4,4,5,75000
Ivysaur (Shadow),74.8,2,grass,poison,120.3,121.1,128,1864071,37.5,1497,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Muk,74.8,89,poison,none,117.3,111.3,146,1906470,20.5,1497,Poison Jab,Thunder Punch,Dark Pulse,6,8,3,50000
Muk (Shadow),74.8,89,poison,none,117.3,111.3,146,1906470,20.5,1497,Poison Jab,Thunder Punch,Dark Pulse,6,8,3,50000
Poliwhirl,74.8,61,water,none,115.1,114.3,148,1947108,50,1500,Bubble,Scald,Mud Bomb,5,4,3,50000
Poliwhirl (Shadow),74.8,61,water,none,115.1,114.3,148,1947108,50,1500,Bubble,Scald,Mud Bomb,5,4,3,50000
Suicune,74.7,245,water,none,107.4,141.9,137,2089025,18.5,1499,Ice Fang,Bubble Beam,Scald,7,9,20,100000
Milotic,74.6,350,water,none,113.2,132.2,132,1974479,18.5,1495,Dragon Tail,Surf,Blizzard,5,9,5,75000
Durant,74.5,632,bug,steel,135.9,121.2,100,1647192,21,1499,Metal Claw,X-Scissor,Stone Edge,6,8,3,50000
Probopass,74.5,476,rock,steel,96.8,200,119,2305422,28,1497,Spark,Rock Slide,Zap Cannon,7,12,3,50000
Kartana,74.4,798,grass,steel,170.7,98.8,78,1316087,15,1500,Razor Leaf,Leaf Blade,Night Slash,9,9,20,100000
Muk (Alolan),74.3,89,poison,dark,117.3,111.3,146,1906470,20.5,1497,Poison Jab,Dark Pulse,Acid Spray,8,7,3,50000
Nuzleaf (Shadow),74.1,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Suicune (Shadow),74.1,245,water,none,106.9,143.1,136,2079389,18.5,1491,Ice Fang,Bubble Beam,Scald,7,9,20,100000
Mamoswine,74,473,ice,ground,136.2,87.4,137,1630185,16.5,1491,Powder Snow,Icicle Spear,High Horsepower,5,8,3,50000
Toxtricity,74,849,electric,poison,140.8,94.3,119,1579507,21,1497,Poison Jab,Wild Charge,Power-Up Punch,7,5,5,75000
Bruxish,73.8,779,water,psychic,137.3,100.4,118,1626064,23.5,1497,Confusion,Aqua Tail,Psychic Fangs,3,3,3,50000
Grimer (Alolan) (Shadow),73.6,88,poison,dark,123.6,86,171,1818779,49,1500,Poison Jab,Crunch,Sludge Bomb,7,8,3,50000
Muk (Alolan) (Shadow),73.5,89,poison,dark,117.3,111.3,146,1906470,20.5,1497,Poison Jab,Dark Pulse,Acid Spray,8,7,3,50000
Mamoswine (Shadow),73.3,473,ice,ground,136.2,87.4,137,1630185,16.5,1491,Powder Snow,Icicle Spear,High Horsepower,5,8,3,50000
Baxcalibur,73.2,998,dragon,ice,136.2,96.2,125,1638843,15.5,1495,Ice Fang,Avalanche,Dragon Claw,8,6,5,75000
Metang (Shadow),73.2,375,steel,psychic,108.9,145.5,129,2043486,35,1494,Metal Claw,Psyshock,Gyro Ball,6,9,5,75000
Omanyte (Shadow),73.2,138,rock,water,129.2,131.7,102,1735737,44.5,1500,Mud Shot,Rock Tomb,Rock Blast,7,5,5,75000
Golbat (Shadow),73.1,42,poison,flying,118.7,113.7,140,1888899,29,1498,Wing Attack,Poison Fang,Shadow Ball,6,8,1,10000
Thievul,73.1,828,dark,none,121.7,123.1,123,1842937,26.5,1498,Snarl,Night Slash,Play Rough,3,5,1,10000
Samurott (Hisuian),73,503,water,dark,133.2,95.6,132,1680851,20,1496,Fury Cutter,Dark Pulse,Icy Wind,13,12,3,10000
Gloom,72.9,44,grass,poison,122.6,114.9,130,1830873,37.5,1500,Razor Leaf,Sludge Bomb,Moonblast,13,15,3,50000
Sandshrew (Alolan) (Shadow),72.9,27,ice,steel,117.6,121,127,1807853,50,1462,Powder Snow,Night Slash,Blizzard,5,10,3,50000
Crawdaunt,72.8,342,water,dark,144.5,96.9,110,1540695,22.5,1497,Snarl,Night Slash,Scald,3,4,3,50000
Nuzleaf,72.8,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Corsola,72.7,222,water,rock,109.3,141.6,133,2057200,47.5,1500,Bubble,Power Gem,Rock Blast,5,4,3,50000
Probopass (Shadow),72.7,476,rock,steel,97.4,197.6,119,2289182,27.5,1493,Spark,Rock Slide,Zap Cannon,7,12,3,50000
Lairon,72.6,305,steel,rock,114.5,142.8,120,1962204,28,1500,Metal Claw,Rock Tomb,Body Slam,8,5,1,10000
Vanillish,72.6,583,ice,none,124.1,119.3,122,1805667,41,1499,Astonish,Icy Wind,Signal Beam,5,6,3,50000
Alomomola,72.5,594,water,none,96.7,98.8,240,2292831,26,1490,Waterfall,Hydro Pump,Blizzard,10,10,5,75000
Omanyte,72.5,138,rock,water,129.2,131.7,102,1735737,44.5,1500,Mud Shot,Rock Tomb,Rock Blast,7,5,5,75000
Lumineon,72.4,457,water,none,109.5,137.2,136,2042625,33,1497,Water Gun,Water Pulse,Silver Wind,19,15,3,50000
Golbat,72.3,42,poison,flying,118.7,113.7,140,1888899,29,1498,Wing Attack,Poison Fang,Shadow Ball,6,8,1,10000
Primarina,72.2,730,water,fairy,131.9,116.8,110,1694382,17.5,1499,Waterfall,Disarming Voice,Hydro Cannon,6,5,3,10000
Weezing,72.2,110,poison,none,117,138.9,117,1901382,24.5,1491,Rollout,Sludge Bomb,Shadow Ball,4,5,3,50000
Lairon (Shadow),72.1,305,steel,rock,114.5,142.8,120,1962204,28,1500,Metal Claw,Rock Tomb,Body Slam,8,5,1,10000
Kingdra (Shadow),72,230,water,dragon,121.8,126.1,119,1828072,21,1498,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Escavalier (Shadow),71.9,589,bug,steel,133.9,116.8,107,1673454,19.5,1499,Bug Bite,Drill Run,Megahorn,15,19,3,50000
Nidoking,71.7,34,poison,ground,130.1,104.1,127,1719018,21.5,1498,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Gyarados (Shadow),71.6,130,water,flying,130.8,108,121,1708726,16.5,1498,Waterfall,Aqua Tail,Crunch,5,6,1,10000
Haunter (Shadow),71.5,93,ghost,poison,161.2,85.5,100,1378532,28,1493,Shadow Claw,Ice Punch,Shadow Ball,5,7,3,50000
Jirachi,71.5,385,steel,psychic,120.5,119.4,129,1855163,16.5,1498,Confusion,Doom Desire,Dazzling Gleam,4,5,20,100000
Aron,71.4,304,steel,rock,114.3,131.1,127,1902550,50,1478,Metal Claw,Rock Tomb,Body Slam,8,5,1,10000
Vileplume,71.4,45,grass,poison,129.1,110.9,121,1732053,22,1498,Razor Leaf,Sludge Bomb,Petal Blizzard,13,17,3,50000
Basculin,71.1,550,water,none,134,96.5,129,1667480,27,1495,Water Gun,Aqua Tail,Aqua Jet,12,14,1,10000
Frigibax,71.1,996,dragon,ice,125.2,84.9,149,1583298,50,1410,Ice Fang,Avalanche,Dragon Claw,8,6,5,75000
Nidoking (Shadow),71.1,34,poison,ground,130.1,104.1,127,1719018,21.5,1498,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Cryogonal,71,615,ice,none,116.5,136.2,121,1919929,20,1497,Ice Shard,Triple Axel,Night Slash,5,4,5,75000
Slowbro (Galarian),71,80,poison,psychic,119.1,108.4,145,1871629,22.5,1493,Poison Jab,Scald,Brutal Swing,8,5,3,50000
Revavroom,70.9,966,steel,poison,135.7,106.6,114,1648064,19,1499,Poison Jab,Overheat,Acid Spray,8,7,3,50000
Articuno,70.8,144,ice,flying,113.2,143.6,122,1983584,18.5,1500,Ice Shard,Triple Axel,Ancient Power,5,5,20,100000
Oddish (Shadow),70.8,43,grass,poison,122.7,106.7,120,1571110,50,1389,Razor Leaf,Seed Bomb,Sludge Bomb,12,13,3,50000
Quaxwell,70.6,913,water,none,124.7,103.1,139,1786476,32.5,1496,Water Gun,Aqua Jet,Aerial Ace,14,14,3,10000
Aron (Shadow),70.5,304,steel,rock,114.3,131.1,127,1902550,50,1478,Metal Claw,Rock Tomb,Body Slam,8,5,1,10000
Croconaw (Shadow),70.5,159,water,none,118.8,118.8,134,1891327,35,1499,Water Gun,Ice Punch,Crunch,14,15,3,10000
Scolipede (Shadow),70.5,545,bug,poison,132.6,121.1,105,1686037,23,1495,Poison Jab,X-Scissor,Sludge Bomb,6,8,1,10000
Scolipede,70.3,545,bug,poison,132.6,121.1,105,1686037,23,1495,Poison Jab,X-Scissor,Sludge Bomb,6,8,1,10000
Brionne,70.2,729,water,none,124.8,115.4,123,1770908,29.5,1488,Water Gun,Aqua Jet,Disarming Voice,14,15,3,10000
Croconaw,70.2,159,water,none,118.8,118.8,134,1891327,35,1499,Water Gun,Ice Punch,Crunch,14,15,3,10000
Naganadel,70.2,804,poison,dragon,149.2,97.2,103,1494370,17.5,1500,Poison Jab,Dragon Claw,Sludge Bomb,5,8,20,100000
Zoroark,70,571,dark,none,157.9,86.9,103,1414071,21,1497,Shadow Claw,Foul Play,Sludge Bomb,5,7,5,75000
Nidorino,69.7,33,poison,none,124.2,103.7,140,1803300,46.5,1500,Poison Sting,Sludge Bomb,Dig,6,6,3,50000
Weepinbell,69.7,70,grass,poison,137.8,84.3,139,1614019,39.5,1493,Bullet Seed,Power Whip,Sludge Bomb,4,4,3,50000
Huntail,69.6,367,water,none,131.5,126.3,102,1694679,24,1498,Water Gun,Aqua Tail,Crunch,12,15,3,50000
Avalugg (Hisuian),69.5,713,ice,rock,117,134.7,121,1906728,16,1498,Powder Snow,Rock Slide,Icy Wind,6,6,3,50000
Floatzel,69.4,419,water,none,143.8,81.1,133,1551619,22.5,1494,Water Gun,Aqua Jet,Swift,14,12,3,50000
Prinplup,69.3,394,water,none,119.1,116,136,1878103,37,1500,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Rotom (Wash),69.2,479,electric,water,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Hydro Pump,7,9,5,75000
Articuno (Shadow),69.1,144,ice,flying,113.8,140.2,124,1977704,18.5,1500,Ice Shard,Triple Axel,Ancient Power,5,5,20,100000
Sneasel (Shadow),69.1,215,dark,ice,135.5,110.7,110,1649923,26.5,1499,Ice Shard,Avalanche,Foul Play,5,4,3,50000
Weezing (Shadow),68.9,110,poison,none,118.4,138.9,115,1889997,24.5,1495,Rollout,Sludge Bomb,Shadow Ball,4,5,3,50000
Lombre,68.7,271,water,grass,106.7,112.6,142,1706340,50,1353,Bubble,Scald,Grass Knot,5,5,3,50000
Swanna (Shadow),68.7,581,water,flying,129.3,99.7,134,1727466,26.5,1498,Water Gun,Fly,Ice Beam,15,19,3,50000
Weavile (Shadow),68.7,461,dark,ice,143.1,103.4,106,1568420,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Gholdengo,68.5,1000,steel,ghost,135.7,106.2,114,1643435,15.5,1494,Hex,Shadow Ball,Dazzling Gleam,5,5,5,10000
Wugtrio,68.5,961,water,none,151.8,107.2,90,1464371,29,1496,Mud Slap,Liquidation,Surf,5,5,3,50000
Deino,68.4,633,dark,dragon,110.1,90.8,131,1308685,50,1200,Dragon Breath,Crunch,Body Slam,15,12,5,75000
Honchkrow,68.4,430,dark,flying,150.6,68.3,145,1492462,20.5,1500,Snarl,Brave Bird,Dark Pulse,5,4,3,50000
Swanna,68.2,581,water,flying,129.3,99.7,134,1727466,26.5,1498,Air Slash,Fly,Ice Beam,5,7,3,50000
Houndour (Shadow),67.9,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,8,10,3,50000
Cloyster,67.8,91,water,ice,119.7,166,94,1867851,22,1499,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Cloyster (Shadow),67.8,91,water,ice,119.7,166,94,1867851,22,1499,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Slowking,67.8,199,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Psychic,15,19,3,50000
Slowpoke,67.7,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Tirtouga,67.7,564,water,rock,113.9,132,130,1955087,47,1494,Water Gun,Surf,Ancient Power,15,15,5,75000
Nidorino (Shadow),67.6,33,poison,none,124.2,103.7,140,1803300,46.5,1500,Poison Sting,Sludge Bomb,Dig,6,6,3,50000
Tyranitar (Shadow),67.5,248,rock,dark,130.2,109.4,121,1723417,14.5,1498,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Weepinbell (Shadow),67.4,70,grass,poison,139.2,83.7,138,1606435,38.5,1497,Bullet Seed,Power Whip,Sludge Bomb,4,4,3,50000
Dustox,67.3,269,bug,poison,95,148.7,142,2005436,50,1384,Confusion,Sludge Bomb,Silver Wind,5,4,1,10000
Frogadier,67.2,657,water,none,135.4,99.2,123,1653012,39.5,1500,Bubble,Surf,Aerial Ace,5,4,3,10000
Crobat,67,169,poison,flying,121.8,115.7,130,1832248,21,1496,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Sneasel,67,215,dark,ice,135.5,110.7,110,1649923,26.5,1499,Ice Shard,Avalanche,Foul Play,5,4,3,50000
Stakataka,67,805,rock,steel,119.4,169.8,92,1865399,16.5,1498,Rock Throw,Stone Edge,Bulldoze,11,9,20,100000
Aggron,66.9,306,steel,rock,116.1,154,107,1912293,18.5,1492,Smack Down,Rock Tomb,Thunder,7,8,1,10000
Oddish,66.9,43,grass,poison,122.7,106.7,120,1571110,50,1389,Razor Leaf,Seed Bomb,Sludge Bomb,12,13,3,50000
Slowbro,66.9,80,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Ice Beam,15,19,3,50000
Weavile,66.7,461,dark,ice,143.1,103.4,106,1568420,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Honchkrow (Shadow),66.6,430,dark,flying,150.6,68.3,145,1492462,20.5,1500,Snarl,Brave Bird,Dark Pulse,5,4,3,50000
Aggron (Shadow),66.5,306,steel,rock,116.1,154,107,1912293,18.5,1492,Smack Down,Rock Tomb,Thunder,7,8,1,10000
Smoochum,66.5,238,ice,psychic,141.2,89.1,120,1508916,50,1460,Powder Snow,Psyshock,Ice Punch,5,5,5,10000
Seviper,66.4,336,poison,none,138.8,89.5,130,1616076,27,1500,Poison Jab,Crunch,Poison Fang,7,6,3,50000
Slowking (Galarian),66.3,199,poison,psychic,117.9,115.5,139,1893827,20.5,1498,Hex,Surf,Shadow Ball,4,5,3,50000
Sharpedo (Shadow),66.2,319,water,dark,166.6,64.8,124,1338010,25.5,1493,Waterfall,Crunch,Poison Fang,6,5,3,50000
Crobat (Shadow),66.1,169,poison,flying,121.8,115.7,130,1832248,21,1496,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Poipole,66.1,803,poison,none,119.7,113.6,137,1862719,36,1495,Poison Jab,Sludge Bomb,Fell Stinger,8,5,20,100000
Darumaka (Galarian),65.6,554,ice,none,132,83.5,154,1697707,49,1499,Ice Fang,Ice Punch,Ice Beam,7,10,3,50000
Slowpoke (Shadow),65.6,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Tirtouga (Shadow),65.6,564,water,rock,113.9,132,130,1955087,47,1494,Water Gun,Surf,Ancient Power,15,15,5,75000
Beartic,65.2,614,ice,none,134.9,94.6,129,1646922,18,1491,Powder Snow,Ice Punch,Liquidation,5,6,3,50000
Rotom (Frost),65.2,479,electric,ice,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Blizzard,7,9,5,75000
Slowking (Shadow),65.1,199,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Psychic,15,19,3,50000
Omastar (Shadow),65,139,rock,water,126.1,128.4,109,1764728,20,1493,Mud Shot,Rock Slide,Hydro Pump,6,10,5,75000
Persian (Alolan),65,53,dark,none,123,113.2,131,1823635,33,1498,Feint Attack,Foul Play,Play Rough,7,10,3,50000
Prinplup (Shadow),64.8,394,water,none,119.1,116,136,1878103,37,1500,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Stunky (Shadow),64.7,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Trailblaze,23,23,3,50000
Psyduck (Shadow),64.5,54,water,none,115.1,92.4,127,1351406,50,1250,Water Gun,Cross Chop,Aqua Tail,12,12,3,50000
Tyranitar,64.3,248,rock,dark,130.2,109.4,121,1723417,14.5,1498,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Garbodor (Shadow),64.1,569,poison,none,121.7,114.6,132,1842015,23.5,1498,Infestation,Body Slam,Seed Bomb,3,4,3,50000
Slowbro (Shadow),64.1,80,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Ice Beam,15,19,3,50000
Kingler,63.8,99,water,none,143.9,115,93,1539736,19.5,1495,Bubble,Crabhammer,X-Scissor,5,4,3,50000
Omastar,63.8,139,rock,water,126.1,128.4,109,1764728,20,1493,Mud Shot,Rock Slide,Hydro Pump,6,10,5,75000
Clamperl,63.7,366,water,none,124.4,126,105,1645929,50,1436,Water Gun,Body Slam,Water Pulse,12,19,3,50000
Kabutops,63.7,141,rock,water,135.5,121,100,1638836,20.5,1493,Fury Cutter,Stone Edge,Ancient Power,14,12,5,75000
Houndour,63.5,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,8,10,3,50000
Sharpedo,63.5,319,water,dark,166.6,64.8,124,1338010,25.5,1493,Waterfall,Crunch,Poison Fang,6,5,3,50000
Carracosta,63.4,565,water,rock,121.8,127.9,118,1839109,21,1497,Water Gun,Liquidation,Ancient Power,15,15,5,75000
Murkrow,63.4,198,dark,flying,143.5,80.9,134,1554945,40.5,1498,Feint Attack,Drill Peck,Foul Play,7,7,3,50000
Snover,63.3,459,grass,ice,109.2,100.8,142,1564162,50,1311,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Garbodor,63.1,569,poison,none,121.7,114.6,132,1842015,23.5,1498,Infestation,Body Slam,Seed Bomb,3,4,3,50000
Simipour,62.9,516,water,none,136.6,94.5,126,1627774,23.5,1496,Water Gun,Surf,Crunch,15,15,3,50000
Darmanitan (Galarian),62.7,555,ice,none,151.3,71.4,137,1480445,18,1497,Ice Fang,Avalanche,Superpower,8,7,3,50000
Chinchou,62.6,170,water,electric,101.7,94.1,164,1569336,50,1265,Bubble,Thunderbolt,Water Pulse,5,5,3,50000
Liepard (Shadow),62.5,510,dark,none,140.9,89.3,126,1585005,31,1499,Snarl,Dark Pulse,Play Rough,4,5,1,10000
Sandile,62.5,551,ground,dark,123.5,70.6,127,1107310,50,1172,Mud Slap,Crunch,Dig,5,5,5,75000
Bulbasaur,62.3,1,grass,poison,111.8,105.9,120,1419947,50,1260,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Seel,62.3,86,water,none,84,114.3,149,1430849,50,1098,Water Gun,Aqua Tail,Icy Wind,12,15,3,50000
Stunky,62.3,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Trailblaze,23,23,3,50000
Whirlipede,62.3,544,bug,poison,96.6,158,113,1725055,50,1293,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Foongus,62.1,590,grass,poison,94.1,89.1,155,1299345,50,1107,Astonish,Grass Knot,Body Slam,5,4,3,50000
Kyogre (Shadow),62.1,382,water,none,136,116.8,104,1651954,13.5,1499,Waterfall,Surf,Origin Pulse,6,8,20,100000
Psyduck,62.1,54,water,none,115.1,92.4,127,1351406,50,1250,Water Gun,Cross Chop,Aqua Tail,12,12,3,50000
Murkrow (Shadow),61.9,198,dark,flying,143.5,80.9,134,1554945,40.5,1498,Feint Attack,Drill Peck,Foul Play,7,7,3,50000
Mr. Rime,61.8,866,ice,psychic,129,114.1,118,1737399,20,1499,Confusion,Icy Wind,Psychic,4,5,5,75000
Popplio,61.7,728,water,none,113.4,99.2,127,1428526,50,1276,Water Gun,Aqua Tail,Aqua Jet,12,14,3,10000
Skorupi (Shadow),61.7,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Aqua Tail,Cross Poison,4,4,5,75000
Skrelp,61.7,690,poison,water,104.2,104.2,127,1378846,50,1202,Water Gun,Aqua Tail,Sludge Bomb,12,17,3,50000
Corphish (Shadow),61.5,341,water,none,131.1,95.8,117,1469211,50,1391,Bubble,Aqua Jet,Razor Shell,4,4,3,50000
Carracosta (Shadow),61.4,565,water,rock,121.8,127.9,118,1839109,21,1497,Water Gun,Liquidation,Ancient Power,15,15,5,75000
Whirlipede (Shadow),61.2,544,bug,poison,96.6,158,113,1725055,50,1293,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Foongus (Shadow),61.1,590,grass,poison,94.1,89.1,155,1299345,50,1107,Astonish,Grass Knot,Body Slam,5,4,3,50000
Skorupi,60.9,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Aqua Tail,Cross Poison,4,4,5,75000
Goldeen,60.7,118,water,none,116,105,120,1461636,50,1302,Mud Shot,Aqua Tail,Horn Attack,5,5,3,50000
Metagross,60.4,376,steel,psychic,132.8,123.6,102,1674069,14.5,1496,Bullet Punch,Meteor Mash,Psychic,8,8,5,75000
Clauncher,60.3,692,water,none,103.4,110.9,127,1455967,50,1230,Water Gun,Aqua Jet,Crabhammer,14,17,3,50000
Binacle,60.2,688,rock,water,93.3,113.4,115,1216812,50,1069,Mud Slap,Cross Chop,Ancient Power,4,5,3,50000
Glaceon,60.1,471,ice,none,137.2,124.1,96,1634258,18,1499,Ice Shard,Avalanche,Icy Wind,5,5,5,75000
Snover (Shadow),60,459,grass,ice,109.2,100.8,142,1564162,50,1311,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Totodile (Shadow),60,158,water,none,110.9,104.2,127,1467804,50,1279,Water Gun,Aqua Jet,Crunch,14,15,3,10000
Arbok,59.9,24,poison,none,123.7,120.1,121,1798747,29,1495,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Drizzile,59.7,817,water,none,137.9,91.4,128,1613242,29.5,1493,Water Gun,Surf,Water Pulse,15,19,3,10000
Liepard,59.7,510,dark,none,140.9,89.3,126,1585005,31,1499,Snarl,Dark Pulse,Play Rough,4,5,1,10000
Absol (Shadow),59.5,359,dark,none,157.9,82.7,109,1423430,22,1499,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Staryu,59.5,120,water,none,127.7,106.7,98,1335802,50,1308,Quick Attack,Swift,Power Gem,5,7,3,50000
Corphish,59.4,341,water,none,131.1,95.8,117,1469211,50,1391,Bubble,Aqua Jet,Razor Shell,4,4,3,50000
Salandit,59.4,757,poison,fire,126.9,79.8,125,1266133,50,1268,Poison Jab,Flamethrower,Poison Fang,8,6,3,50000
Totodile,59.4,158,water,none,110.9,104.2,127,1467804,50,1279,Water Gun,Aqua Jet,Crunch,14,15,3,10000
Bulbasaur (Shadow),59.2,1,grass,poison,111.8,105.9,120,1419947,50,1260,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Bergmite,58.8,712,ice,none,110.9,113.4,135,1698675,50,1374,Tackle,Icy Wind,Crunch,15,15,3,50000
Seadra (Shadow),58.7,117,water,none,132.6,114.5,111,1685540,27,1499,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Koffing,58.4,109,poison,none,112.6,131.1,113,1667925,50,1373,Infestation,Sludge,Dark Pulse,4,5,3,50000
Absol,58.3,359,dark,none,157.9,82.7,109,1423430,22,1499,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Gastly (Shadow),58.2,92,ghost,poison,168.9,68.9,98,1140525,50,1390,Astonish,Night Shade,Sludge Bomb,5,5,3,50000
Arbok (Shadow),58,24,poison,none,123.7,120.1,121,1798747,29,1495,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Inkay,57.9,686,dark,psychic,95,92.4,131,1149771,50,1048,Psywave,Night Slash,Psybeam,9,15,3,50000
Meowth (Galarian),57.9,52,steel,none,109.2,89.9,127,1247382,50,1170,Metal Claw,Trailblaze,Night Slash,7,5,3,50000
Shieldon,57.7,410,rock,steel,76.5,176.5,98,1322378,50,1007,Tackle,Rock Tomb,Ancient Power,17,15,5,75000
Mr. Mime (Galarian),57.5,122,ice,psychic,131.2,127.7,102,1709143,27,1497,Confusion,Ice Punch,Triple Axel,4,4,5,75000
Koffing (Shadow),57.3,109,poison,none,112.6,131.1,113,1667925,50,1373,Infestation,Sludge,Dark Pulse,4,5,3,50000
Metagross (Shadow),57.3,376,steel,psychic,132.8,123.6,102,1674069,14.5,1496,Bullet Punch,Meteor Mash,Psychic,8,8,5,75000
Oshawott (Shadow),57,501,water,none,110.9,84,135,1258278,50,1182,Water Gun,Aqua Tail,Night Slash,12,12,3,10000
Roselia,57,315,grass,poison,139.6,107.3,107,1602355,30.5,1497,Poison Jab,Sludge Bomb,Petal Blizzard,8,10,3,50000
Krabby,56.7,98,water,none,148.1,110.4,92,1504334,42,1499,Bubble,Razor Shell,Water Pulse,4,5,3,50000
Meltan,56.6,808,steel,none,111.8,95.8,121,1295420,50,1207,Thunder Shock,Thunderbolt,Flash Cannon,7,8,20,100000
Mudkip (Shadow),56.6,258,water,none,118.5,90.8,127,1365574,50,1275,Water Gun,Sludge,Dig,14,17,3,10000
Octillery,56.5,224,water,none,132.9,103.2,123,1686230,24.5,1500,Lock On,Octazooka,Gunk Shot,10,15,1,10000
Delibird,56.3,225,ice,flying,120.2,88.2,120,1272258,50,1237,Quick Attack,Fly,Aerial Ace,6,5,5,75000
Clawitzer,56.1,693,water,none,134.4,110.5,111,1648951,20,1493,Water Gun,Crabhammer,Ice Beam,17,19,3,50000
Venonat,56.1,48,bug,poison,96.6,96.6,142,1326028,50,1135,Bug Bite,Poison Fang,Signal Beam,14,19,3,50000
Buizel,55.6,418,water,none,123.5,68.9,135,1149036,50,1192,Quick Attack,Aqua Jet,Swift,5,5,3,50000
Gastly,55.6,92,ghost,poison,168.9,68.9,98,1140525,50,1390,Astonish,Night Shade,Sludge Bomb,5,5,3,50000
Mudkip,55.5,258,water,none,118.5,90.8,127,1365574,50,1275,Water Gun,Sludge,Dig,14,17,3,10000
Shroodle,55.5,944,poison,normal,116.8,71.4,113,942716,50,1051,Mud Slap,Poison Fang,Sludge Bomb,4,5,3,50000
Tentacool,55.4,72,water,poison,94.1,137.8,113,1465578,50,1176,Poison Sting,Water Pulse,Wrap,7,5,3,50000
Inteleon,55.3,818,water,none,154,89.6,105,1449217,18.5,1498,Water Gun,Surf,Shadow Ball,15,19,3,10000
Seadra,55.3,117,water,none,132.6,114.5,111,1685540,27,1499,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Venonat (Shadow),55.3,48,bug,poison,96.6,96.6,142,1326028,50,1135,Bug Bite,Poison Fang,Signal Beam,14,19,3,50000
Oshawott,55.1,501,water,none,110.9,84,135,1258278,50,1182,Water Gun,Aqua Tail,Night Slash,12,12,3,10000
Tentacool (Shadow),54.9,72,water,poison,94.1,137.8,113,1465578,50,1176,Poison Sting,Water Pulse,Wrap,7,5,3,50000
