Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Braviary (Hisuian),62.6,628,psychic,flying,128.6,89.1,151,1729615,19.5,1491,Air Slash,Brave Bird,Fly,7,5,5,75000
Exeggutor,62.6,103,grass,psychic,136.7,93.7,128,1639303,18.5,1497,Confusion,Seed Bomb,Psychic,4,5,3,50000
Porygon-Z,62,474,normal,none,148.7,88.4,115,1512352,16.5,1499,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Komala,61.9,775,normal,none,137.1,110.2,108,1631813,21,1498,Rollout,Payback,Play Rough,5,5,3,50000
Xatu,61.9,178,psychic,flying,132.9,107.3,118,1681956,25.5,1499,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Accelgor,61.5,617,bug,none,143.2,84.3,129,1556853,22.5,1498,Water Shuriken,Bug Buzz,Signal Beam,5,4,3,50000
Reuniclus (Shadow),61.2,579,psychic,none,127.6,93.7,147,1756073,18.5,1500,Hidden Power (Rock),Psyshock,Shadow Ball,5,7,3,50000
Unfezant (Shadow),60.3,521,normal,flying,139.2,96.2,120,1606547,20,1495,Air Slash,Sky Attack,Hyper Beam,7,9,1,10000
Mothim,60.2,414,bug,flying,140,83,137,1591422,31.5,1496,Air Slash,Aerial Ace,Bug Buzz,5,7,1,10000
Chatot,58.9,441,normal,flying,140.4,78.4,145,1596254,32.5,1500,Steel Wing,Sky Attack,Night Shade,10,8,5,75000
Unfezant,56.5,521,normal,flying,139.2,96.2,120,1606547,20,1495,Air Slash,Sky Attack,Hyper Beam,7,9,1,10000
Butterfree (Shadow),55.3,12,bug,flying,126.7,111.9,124,1757032,31.5,1494,Confusion,Bug Buzz,Signal Beam,5,5,1,10000
Cherrim (Overcast),54.9,421,grass,none,122.9,115.2,129,1826290,27,1498,Bullet Seed,Dazzling Gleam,Solar Beam,5,7,1,10000
Gorebyss,54.2,368,water,none,136.9,118.5,101,1638002,22.5,1500,Confusion,Water Pulse,Psychic,5,5,3,50000
Butterfree,52.9,12,bug,flying,126.7,111.9,124,1757032,31.5,1494,Confusion,Bug Buzz,Signal Beam,5,5,1,10000
Lilligant,50.2,549,grass,none,135,105.3,115,1635127,21.5,1491,Magical Leaf,Petal Blizzard,Hyper Beam,7,8,1,10000
Slaking,23.4,289,normal,none,139.3,83.6,138,1607595,12.5,1498,Yawn,Body Slam,Earthquake,3,6,5,75000
Slaking (Shadow),21.6,289,normal,none,139.3,83.6,138,1607595,12.5,1498,Yawn,Body Slam,Earthquake,3,6,5,75000
